id,title,country,country_code,region,sub_region,trip_type,trip_type_id,duration_days,best_period_months,best_period_window,budget_tier,budget_low_eur,budget_high_eur,acc_low,acc_high,food_low,food_high,trans_low,trans_high,act_low,act_high,difficulty,fitness_level,basecamps,gateway_airport,gateway_airport_code,currency,languages,tags,lat,lon,coord_precision,verify_flag_count,word_count,source_batch,source_file
gr-culinary-crete,"Crete End to End: Horta, Graviera & the Raki Fires",Greece,GR,Southern & Mediterranean Europe,"Chania, Rethymno, Heraklion & Lasithi",Culinary & Wine Tours,7,7,April|May|June|September|October|November,Late April–early June & late September–early November,€€,1250,2000,490,840,330,540,240,380,190,290,2,Moderate,,"CHQ Chania, 20 min to Chania old town; HER Heraklion, 25 min to Archanes; 2 h 30 min CHQ–HER by road",CHQ,,,cretan-diet|graviera|dakos|raki|tsikoudia|vidiano|liatiko|horta|sitia-olive-oil,35.5112,24.0292,city,0,2637,southern-mediterranean,carta-dataset/trips/culinary-greece-crete.md
hr-culinary-istria-truffles,"Istria in Truffle Season: Motovun Forest, Malvazija & the World's Best Oil",Croatia,HR,Southern & Mediterranean Europe,"Central Istria, the Mirna valley & the west coast",Culinary & Wine Tours,7,7,April|May|June|September|November,"Mid-September–late November for white truffle; late April–June for a quieter, cheaper version",€€,1400,2300,560,980,430,720,220,350,280,400,2,Moderate,,"PUY Pula, 50 min to Motovun; TRS Trieste 1 h 30 min; ZAG Zagreb 3 h; VCE Venice 2 h 45 min",PUY,,,truffles|motovun|malvazija-istarska|teran|olive-oil|flos-olei|boskarin|buzet,44.8683,13.8481,gateway,0,2676,southern-mediterranean,carta-dataset/trips/culinary-croatia-istria-truffles.md
hu-culinary-tokaj-eger,Bull's Blood and Noble Rot: Seven Days Between Eger and Tokaj,Hungary,HU,Eastern & Southeastern Europe,"Eger and the Bükk foothills, then Tokaj-Hegyalja on the Bodrog",Culinary & Wine Tours,7,7,September|October|November,"the last week of September through the third week of October — Eger's reds are in, Tokaj's aszú pickers are out",€€,1000,1650,380,640,200,320,230,360,190,330,1,Easy,Eger|Mád|Tarcal,"Budapest Liszt Ferenc (BUD) then hire car; Eger is 130 km northeast, about 1 h 50 on the M3. Rail: Budapest Keleti–Eger, roughly 2 h with a change at Füzesabony. Leaving from Tokaj, Debrecen (DEB) is ~100 km and often cheaper than driving back to Budapest.",BUD,Hungarian forint (HUF),Hungarian,wine|aszu|botrytis|volcanic-soils|thermal-baths|harvest|unesco,47.9027,20.3733,city,8,2205,eastern-southeastern,cartaeasterneuropetrips/trips/hungary-tokaj-eger-wine.md
ie-culinary-west-cork-larder-ballymaloe-skibbereen,West Cork Larder: Ballymaloe to Skibbereen,Ireland,IE,Northern Europe & Baltics,"County Cork — East Cork, Kinsale and West Cork",Culinary & Wine Tours,7,7,May|June|July|August|September|October,"May to October. June for the first of the season's produce and long evenings; September–October for shellfish, apples and the West Cork food festivals",€€€,1900,2900,130,240,80,160,300,420,150,350,,,Shanagarry|Kinsale|Clonakilty|Skibbereen|Baltimore,,,EUR,English|Irish,,51.55,-9.26,source,0,1482,northern-baltics,carta_northern_europe_baltics_trips.md#trip-20
it-culinary-tuscany-chianti-montalcino,"Sangiovese Spine: Chianti Classico, Montalcino & the Pecorino Hills",Italy,IT,Southern & Mediterranean Europe,"Chianti Classico, Montalcino, Val d'Orcia & Cortona",Culinary & Wine Tours,7,7,May|June|September|October,Mid-May–late June & mid-September–late October,€€€,2100,3400,840,1470,560,900,330,520,370,510,2,Moderate,,"FLR Florence Peretola, 55 min drive to Greve in Chianti; PSA Pisa 1 h 40 min; BLQ Bologna 1 h 55 min",FLR,,,chianti-classico|brunello|gran-selezione|sangiovese|pecorino|dario-cecchini|uga|val-dorcia,41.8919,12.5113,country,0,2468,southern-mediterranean,carta-dataset/trips/culinary-italy-tuscany-chianti-montalcino.md
lt-culinary-vilnius-aukstaitija-farmhouse-ale-mead,Vilnius & Aukštaitija: Farmhouse Ale and Mead Road,Lithuania,LT,Northern Europe & Baltics,"Vilnius, Aukštaitija (northeast Lithuania), Biržai, Dzūkija",Culinary & Wine Tours,7,7,May|June|July|August|September|October,"May to October. September–October for mushroom season, honey harvest and the beer festivals; June for cold soup season and Rasos midsummer",€€,850,1350,70,140,40,75,180,260,60,130,,,Vilnius|Biržai|Anykščiai|Merkinė,,,EUR,Lithuanian|Russian|Polish|English,,54.6872,25.2797,source,0,1518,northern-baltics,carta_northern_europe_baltics_trips.md#trip-21
lu-culinary-moselle-cremant,Crémant and the Luxembourg Moselle,Luxembourg,LU,Western & Central Europe,Moselle Luxembourgeoise,Culinary & Wine Tours,7,7,May|June|September,"Whit Monday brings Grevenmacher's wine market and June the vines in full leaf; September is harvest, when the smallest domaines are hardest to reach.",€€,950,1300,430,560,250,330,70,110,200,300,1,Easy,Remich and Grevenmacher,Luxembourg (LUX),LUX,EUR,Luxembourgish|French|German,cremant|marque-nationale|vinsmoselle|route-du-vin|free-public-transport,49.6098,6.1327,gateway,0,1676,western-central,cartatripsv1/trips/lu-culinary-moselle-cremant.md
md-culinary-codru-stefan-voda,Underground Streets and Feteasca Neagră: A Week Through Codru and Ștefan Vodă,Moldova,MD,Eastern & Southeastern Europe,"Chișinău, the Codru hills, Ștefan Vodă and the southern Valul lui Traian",Culinary & Wine Tours,7,7,September|October,"the last ten days of September through the first weekend of October (harvest, then Ziua Națională a Vinului)",€,880,1450,260,480,140,230,330,480,150,260,1,Easy,Chișinău|Purcari|Butuceni,"Chișinău International (KIV), 13 km southeast of the centre; trolleybus 30 and bus 165 run into town, a taxi is €8–€12 (150–230 MDL) — there is no published airport tariff and meters are not reliably used, so hail through Yandex Go or Bolt and take the quoted fixed fare, which lands around 160 MDL for the 25-minute run; pre-booked private transfers start near €49 per car, which is money thrown away. Overland: Iași (Romania) is 3 h by road, Odesa 4 h. There is a slow overnight train from Bucharest to Chișinău.",KIV,Moldovan leu (MDL),Romanian|Russian,wine|underground-cellars|harvest|indigenous-grapes|monastery|driver-required,47.009,28.8594,city,9,2333,eastern-southeastern,cartaeasterneuropetrips/trips/moldova-codru-stefan-voda-wine.md
mk-culinary-tikves,Vranec & Stanušina: The Tikveš Basin and the Vardar Road,North Macedonia,MK,Southern & Mediterranean Europe,"Tikveš & Povardarie — Kavadarci, Negotino, Demir Kapija, Štip & Skopje",Culinary & Wine Tours,7,7,April|May|June|September|October,Late April–mid-June & September–late October,€,850,1450,360,620,230,390,145,245,115,180,2,Moderate,,"SKP Skopje, 1 h 20 min drive to Negotino, 1 h 35 min to Kavadarci; OHD Ohrid 2 h 30 min",SKP,,,vranec|stanusina|tikves|ajvar|rakija|pastrmajlija|povardarie|non-eu,41.4334,22.0122,city,0,2749,southern-mediterranean,carta-dataset/trips/culinary-north-macedonia-tikves.md
nl-culinary-north-holland-cheese-genever,"Cheese, Genever and the North Holland Table",Netherlands,NL,Western & Central Europe,North Holland and the Schiedam distilleries,Culinary & Wine Tours,7,7,May|June|September,"The Alkmaar and Edam demonstration markets run April to September, and Hollandse Nieuwe herring reaches the stalls from late May or early June.",€€,1200,1650,560,740,300,400,140,210,200,300,1,Easy,Amsterdam and Alkmaar,Amsterdam Schiphol (AMS),AMS,EUR,Dutch,cheese-market|jenever|herring-season|north-sea-seafood|amsterdam-brown-cafe,52.374,4.8897,city,0,1732,western-central,cartatripsv1/trips/nl-culinary-north-holland-cheese-genever.md
pl-culinary-malopolska,Solaris and Smoked Plums: A Małopolska Eating and Drinking Week from Kraków,Poland,PL,Eastern & Southeastern Europe,"Małopolska, Podhale & the Carpathian Foothills",Culinary & Wine Tours,7,7,September|October,"the second half of September into the first ten days of October — *winobranie* harvest, plum-smoking in Szydłów, apples in Łącko and *oscypek* still coming off the Podhale pastures",€€,1020,1670,350,600,260,420,290,430,120,220,1,Easy,Kraków|Zakopane|Krosno,"Kraków–Balice (KRK). The **SKA1** train runs airport → Kraków Główny in 20 minutes, **20 PLN** (~€4.70) one-way, luggage free.",KRK,Polish złoty (PLN),Polish,wine|cold-hardy-hybrids|pdo|pgi|oscypek|milk-bars|salt-mines|harvest,50.0614,19.9366,city,9,2413,eastern-southeastern,cartaeasterneuropetrips/trips/poland-malopolska-culinary-wine.md
pt-culinary-douro-valley,"Douro Field Blends: Quintas, Tawnies & the Pocinho Line",Portugal,PT,Southern & Mediterranean Europe,"Alto Douro Vinhateiro — Baixo Corgo, Cima Corgo & Douro Superior",Culinary & Wine Tours,7,7,April|May|June|September|October,Late April–mid-June & mid-September–end October,€€,1500,2500,700,1190,390,620,230,380,280,400,2,Moderate,,"OPO Porto Francisco Sá Carneiro, 1 h 45 min drive to Peso da Régua, 2 h 10 min to Pinhão",OPO,,,port|douro-doc|tawny|field-blend|touriga-nacional|quinta|rabelo|moscatel-favaios,38.7251,-9.1498,country,0,2668,southern-mediterranean,carta-dataset/trips/culinary-portugal-douro-valley.md
ro-culinary-dealu-mare-dragasani,Fetească and Fire Water: A Week Through Dealu Mare and Drăgășani,Romania,RO,Eastern & Southeastern Europe,"Dealu Mare (Prahova & Buzău), the Buzău Land Geopark, and Drăgășani on the Olt",Culinary & Wine Tours,7,7,September|October,"mid-September to mid-October — the *culesul viilor* harvest, warm days, cellars open and working",€€,925,1500,350,560,175,280,260,400,140,260,1,Easy,Urlați|Ceptura|Pietroasele|Drăgășani,Bucharest Otopeni (OTP). Dealu Mare is 70–90 min north-east by road; Drăgășani 3 h west. Trains reach Ploiești and Drăgășani but not the cellars — this is a road trip with a hired driver.,OTP,Romanian leu (RON) — roughly 5.0–5.3 RON to the euro during 2026,Romanian,wine|native-grapes|feteasca-neagra|geopark|mud-volcanoes|harvest|carpathian-foothills,44.65,24.2667,city,7,2456,eastern-southeastern,cartaeasterneuropetrips/trips/romania-dealu-mare-dragasani-wine.md
se-culinary-skane-country-osterlen-kullabygden,Skåne Wine Country: Österlen & Kullabygden,Sweden,SE,Northern Europe & Baltics,"Skåne — Österlen, Kullahalvön and the Malmö–Lund axis",Culinary & Wine Tours,7,7,May|June|July|August|September|October,"Late May to early October. **Harvest is late September to mid-October** and is the most interesting time to visit a Swedish vineyard; June–August for apple blossom, long light and open coastal kitchens",€€€,1700,2600,130,230,80,150,200,300,120,250,,,Simrishamn|Kivik|Mölle|Malmö,,,SEK (Swedish krona),Swedish|English,,55.6,14.2,source,0,1429,northern-baltics,carta_northern_europe_baltics_trips.md#trip-19
si-culinary-vipava-karst,"Burja Country: Vipava's Zelen, Karst Teran & the Osmica Trail",Slovenia,SI,Southern & Mediterranean Europe,"Vipava Valley, the Karst & eastern Goriška Brda",Culinary & Wine Tours,7,7,April|May|June|September|October|November,Late April–mid-June & September–early November,€€,1200,1900,490,840,330,520,180,300,200,290,2,Moderate,,"TRS Trieste–Ronchi, 45 min to Štanjel and 55 min to Vipava; LJU Ljubljana 1 h 15 min; VCE Venice 1 h 50 min",TRS,,,teran|zelen|pinela|rebula|osmica|prsut|kras-pdo|orange-wine,46.0511,14.5051,country,0,2661,southern-mediterranean,carta-dataset/trips/culinary-slovenia-vipava-karst.md
sk-culinary-small-carpathian,Veltlínske and Furmint: The Small Carpathian Wine Route and Slovakia's Secret Tokaj,Slovakia,SK,Eastern & Southeastern Europe,Malokarpatská vinohradnícka oblasť and the Slovak Tokaj,Culinary & Wine Tours,7,7,May|September|October,"mid-September to mid-October — harvest, burčiak on every square, and the November open-cellar weekend within reach",€€,685,1170,280,490,175,260,110,200,120,220,1,Easy,Pezinok|Modra|Malá Tŕňa,"Bratislava (BTS) or Vienna (VIE, 60 km, direct bus). Return from Košice (KSC). ZSSK regional trains Bratislava hl. st. → Pezinok in ~25 min, twice hourly.",BTS,Euro (EUR),Slovak,wine|tokaj|gruner-veltliner|burciak|open-cellars|majolica|food,48.2899,17.2666,city,10,2128,eastern-southeastern,cartaeasterneuropetrips/trips/slovakia-small-carpathian-wine.md
ad-winter-sports-grandvalira,Grandvalira & Pal-Arinsal: Andorra's Six-Sector Week,Andorra,AD,Southern & Mediterranean Europe,"Grandvalira, Pal-Arinsal & Ordino-Arcalís, Andorran Pyrenees",Winter Sports & Skiing,8,7,January|March,"Mid-January–mid-March, with the second half of January the sweet spot for snow depth against crowds",€€,1250,2100,450,1000,230,400,150,260,420,440,3,Active,,"TLS Toulouse–Blagnac, 3 h–3 h 30 by road to Soldeu; BCN Barcelona El Prat, 3 h–3 h 45; LEU Andorra–La Seu d'Urgell, 45 min but almost no scheduled traffic",TLS,,,andorra|grandvalira|soldeu|pas-de-la-casa|funicamp|caldea|duty-free|non-eu|pyrenees,42.5078,1.5211,country,0,3551,southern-mediterranean,carta-dataset/trips/winter-sports-andorra-grandvalira.md
at-winter-sports-arlberg-st-anton,"Ski Arlberg — St. Anton, the Flexenbahn and the Valluga",Austria,AT,Western & Central Europe,"Arlberg, Tyrol and Vorarlberg",Winter Sports & Skiing,8,7,January|February|March|December,January and February hold the most reliable snow; March gives longer days but softer afternoon off-piste.,€€€,1650,2350,750,1050,280,380,150,220,470,700,4,Active,St. Anton am Arlberg,Innsbruck (INN),INN,EUR,German,off-piste|ski-touring|interconnect|avalanche-safety|guided-skiing,47.2627,11.3945,gateway,0,2051,western-central,cartatripsv1/trips/at-winter-arlberg-st-anton.md
at-winter-sports-kitzbuehel-kitzski,"KitzSki — the Streif, the Tree Runs and Pass Thurn",Austria,AT,Western & Central Europe,"Kitzbühel Alps, Tyrol",Winter Sports & Skiing,8,7,January|February|March|December,Kitzbühel's low base altitude makes January and February the safer bet for reliable snow at valley level.,€€€,1550,2250,700,1000,260,360,140,200,450,690,3,Active,Kitzbühel,Innsbruck (INN),INN,EUR,German,snowmaking|tree-skiing|race-piste|low-altitude|guided-freeride,47.2627,11.3945,gateway,0,1982,western-central,cartatripsv1/trips/at-winter-kitzbuehel-kitzski.md
ba-winter-sports-jahorina-bjelasnica,Jahorina & Bjelašnica: Sarajevo's Olympic Mountains in Winter,Bosnia and Herzegovina,BA,Southern & Mediterranean Europe,"Jahorina, Bjelašnica & Igman — the 1984 Olympic mountains above Sarajevo",Winter Sports & Skiing,8,7,January|February|March,"Late January–early March, with the first three weeks of February the most reliable window for depth on both mountains",€,780,1450,280,600,140,260,120,260,240,330,3,Active,,"SJJ Sarajevo International, 30 km / 45–60 min to Jahorina, 27 km / 40–50 min to Bjelašnica's Babin Do",SJJ,,,bosnia|jahorina|bjelasnica|sarajevo|1984-olympics|night-skiing|lukomir|non-eu|budget-skiing|snowshoe,43.8486,18.3564,country,0,4082,southern-mediterranean,carta-dataset/trips/winter-sports-bosnia-jahorina-bjelasnica.md
be-winter-sports-hautes-fagnes-nordic,Hautes Fagnes Cross-Country — and the Honest Plan B,Belgium,BE,Western & Central Europe,"Hautes Fagnes plateau, Liège Province",Winter Sports & Skiing,8,7,January|February,Snow cover reliable enough for cross-country grooming is not guaranteed most winters: build this trip expecting a good chance of little or no skiable snow.,€€,780,1150,350,520,190,260,90,140,150,230,2,Moderate,Malmedy,Liège (LGG),LGG,EUR,French|German,cross-country-skiing|plan-b-built-in|fog-plateau|thermal-spa|nature-reserve,50.6337,5.5675,gateway,0,2055,western-central,cartatripsv1/trips/be-winter-hautes-fagnes-nordic.md
bg-winter-sports-bansko-pirin,"Bansko: Seven Days Under Todorka, Gondola Queue Included",Bulgaria,BG,Eastern & Southeastern Europe,"The Pirin, Blagoevgrad province — Bansko, Bunderishka Polyana and Dobrinishte",Winter Sports & Skiing,8,7,January|February|March,"mid-January to mid-March — cold, settled snow on the north-facing upper mountain",€,935,1450,280,520,145,230,110,180,400,520,3,Moderate,Bansko|Dobrinishte,"Sofia (SOF), 160 km north; road transfer 2 h 30–3 h via the E79 and Simitli. Bansko Express, the established airport shuttle, has published its **26 December 2026 – 22 March 2027** shared winter fares at **£25–£39 per person each way (roughly €29–€45)** depending on party size — cheapest at four or more, plus a £1 per person booking fee — and runs the shared service only for flights landing or leaving Sofia between 10:00 and 23:55. The public Sofia–Bansko coach is about **€17** and takes 2 h 45–3 h. Plovdiv (PDV) is 190 km east. The narrow-gauge Septemvri–Dobrinishte railway reaches Bansko slowly and beautifully, but not usefully with ski bags.",SOF,Euro (EUR) — sole legal tender since 1 February 2026; mandatory dual BGN display ended 8 August 2026,Bulgarian,skiing|ski-touring|freeride|national-park|gondola|mehana|budget-alps-alternative,42.6975,23.3241,gateway,7,2348,eastern-southeastern,cartaeasterneuropetrips/trips/bulgaria-bansko-pirin-skiing.md
ch-winter-sports-engelberg-titlis-freeride,"Engelberg-Titlis: The Laub, Steinberg and Galtiberg Descents",Switzerland,CH,Western & Central Europe,"Engelberg Valley, Obwalden",Winter Sports & Skiing,8,7,January|February|March,"The Titlis glacier holds snow all season; the Laub and Galtiberg exits lower down need a settled, well-bonded snowpack, best from late January.",€€€,1380,1950,560,780,260,360,110,170,450,640,5,Expert,Engelberg,Zürich (ZRH),ZRH,CHF,German,freeride|off-piste|glacier-skiing|big-mountain|guided-skiing,47.3667,8.55,gateway,0,1872,western-central,cartatripsv1/trips/ch-winter-engelberg-titlis-freeride.md
ch-winter-sports-verbier-4-vallees,"Verbier and the 4 Vallées: Mont-Fort, Tortin and the Stairway to Heaven",Switzerland,CH,Western & Central Europe,"Val de Bagnes, Valais",Winter Sports & Skiing,8,7,January|February|March,"The Mont-Fort glacier holds snow all season; the Tortin face and lower Verbier slopes need a genuine cold spell to ski well, best from mid-January.",€€€,1550,2180,640,900,280,380,130,190,500,710,5,Expert,Verbier,Geneva (GVA),GVA,CHF,French,freeride|off-piste|glacier-skiing|big-mountain|guided-skiing,46.2022,6.1457,gateway,0,1920,western-central,cartatripsv1/trips/ch-winter-verbier-4-vallees.md
cz-winter-sports-krkonose-spindleruv-mlyn,"Krkonoše — Špindlerův Mlýn, Pec and the Ridge Tour",Czechia,CZ,Western & Central Europe,"Krkonoše (Giant Mountains), northern Bohemia",Winter Sports & Skiing,8,7,January|February|March,"The ridge above 1,300 m holds a reliable base longest; valley snow at Špindlerův Mlýn is now heavily snowmaking-dependent by comparison.",€€,820,1200,380,540,170,240,90,140,180,280,3,Active,Špindlerův Mlýn,Prague (PRG),PRG,CZK,Czech,ski-touring|national-park-closures|ridge-tour|avalanche-safety|cross-border-poland,50.088,14.4208,gateway,0,2065,western-central,cartatripsv1/trips/cz-winter-krkonose-spindleruv-mlyn.md
de-winter-sports-garmisch-zugspitze,Garmisch-Partenkirchen: The Classic Area and the Zugspitze Glacier,Germany,DE,Western & Central Europe,"Wetterstein Range, Bavaria",Winter Sports & Skiing,8,7,January|February|March,The Classic area sits low (750-2050 m) and is snow-dependent; the Zugspitze glacier above 2000 m holds snow reliably from December into April.,€€,980,1380,420,580,220,300,90,140,250,360,3,Moderate,Garmisch-Partenkirchen,Munich (MUC),MUC,EUR,German,glacier-skiing|low-altitude-snow|alpine-classic|ski-touring|family-friendly,47.4921,11.0958,city,0,1861,western-central,cartatripsv1/trips/de-winter-garmisch-zugspitze.md
es-winter-sports-baqueira-beret,Baqueira Beret: Val d'Aran on the Atlantic Side,Spain,ES,Southern & Mediterranean Europe,"Val d'Aran, Catalan Pyrenees, Lleida",Winter Sports & Skiing,8,7,January|February|March,Mid-January–mid-March; the second half of February combines the deepest base with lengthening days,€€€,1600,2700,650,1300,320,520,200,350,430,530,3,Active,,"TLS Toulouse–Blagnac, 2 h 30–3 h to Vielha via Bossòst; ILD Lleida–Alguaire 2 h 30; BCN Barcelona El Prat 4 h–4 h 30",TLS,,,baqueira|val-daran|pyrenees|freeride|bonaigua|aranese|thermal-baths|catalonia|off-piste,41.6167,0.6222,city,0,3784,southern-mediterranean,carta-dataset/trips/winter-sports-spain-baqueira-beret.md
fi-winter-sports-levi-yllas-lapland-twin-resort-ski,Levi & Ylläs: Lapland Twin-Resort Ski Week,Finland,FI,Northern Europe & Baltics,"Kittilä & Kolari, Finnish Lapland",Winter Sports & Skiing,8,7,January|February|March|April|May|November|December,"Late November to early May. **February–April is the sweet spot** — returning daylight, deep cold-dry snow and long cross-country conditions. December is dark (the sun barely clears the horizon at this latitude); late April gives spring skiing with 18 hours of light",€€,1500,2400,120,260,55,95,250,420,55,70,,,Levi (Sirkka)|Äkäslompolo|Ylläsjärvi,,,EUR,Finnish|Northern Sámi|English|Swedish,,67.805,24.8,source,0,1613,northern-baltics,carta_northern_europe_baltics_trips.md#trip-22
fr-winter-sports-chamonix-freeride,"Chamonix Freeride: Grands Montets, Vallée Blanche and the Off-Piste Circuit",France,FR,Western & Central Europe,"Chamonix-Mont-Blanc, Haute-Savoie",Winter Sports & Skiing,8,7,January|February|March,February and March give the most stable glacier crossings; January can be colder but the Vallée Blanche moraine exit is icier.,€€€,1450,2050,560,780,260,360,160,240,470,670,5,Expert,Chamonix-Mont-Blanc,Geneva (GVA),GVA,EUR,French,freeride|off-piste|glacier-skiing|guided-skiing|big-mountain,48.8534,2.3488,country,0,2004,western-central,cartatripsv1/trips/fr-winter-chamonix-freeride.md
fr-winter-sports-three-valleys-meribel,Les 3 Vallées from Méribel — Courchevel to Val Thorens,France,FR,Western & Central Europe,"Tarentaise, Savoie, French Alps",Winter Sports & Skiing,8,7,January|February|March|December,February and March give the most reliable snow across all altitudes; late-season March offers longer light for the Val Thorens and Orelle sectors.,€€€,1700,2450,800,1120,280,380,150,220,470,730,3,Active,Méribel,Chambéry (CMF),CMF,EUR,French,lift-interconnect|pass-tiers|off-piste|avalanche-safety|high-altitude,45.5663,5.9208,gateway,0,2079,western-central,cartatripsv1/trips/fr-winter-three-valleys-meribel.md
gr-winter-sports-parnassos-arachova,Parnassos & Arachova: Skiing Above the Oracle,Greece,GR,Southern & Mediterranean Europe,"Mount Parnassos, Arachova & Delphi, Central Greece",Winter Sports & Skiing,8,7,January|February,"Late January–late February, the only weeks in which Parnassos can be relied on to have both sectors open",€€,900,1650,400,800,220,400,200,350,120,180,3,Active,,"ATH Athens Eleftherios Venizelos, 200 km / 2 h 30–3 h to Arachova; the ski centre is a further 27 km / 35–45 min above the town",ATH,,,greece|parnassos|arachova|delphi|kelaria|fterolakka|snow-chains|tsipouro|formaela|mediterranean-skiing,37.9838,23.7278,country,0,4584,southern-mediterranean,carta-dataset/trips/winter-sports-greece-parnassos-arachova.md
it-winter-sports-dolomiti-superski,Sellaronda Week: Alta Badia & Val Gardena on One Pass,Italy,IT,Southern & Mediterranean Europe,"Alta Badia & Val Gardena, Dolomites, South Tyrol",Winter Sports & Skiing,8,7,January|February|March,Mid-January–mid-March; late February and early March give the longest lift days with the Sellaronda still comfortably completable,€€€,1900,3200,900,1750,350,600,200,350,450,550,3,Active,,"VCE Venice Marco Polo, 2 h 45–3 h 15 to Corvara; VRN Verona 3 h–3 h 30; INN Innsbruck 2 h–2 h 30 over the Brenner",VCE,,,dolomites|sellaronda|alta-badia|val-gardena|dolomiti-superski|ladin|rifugio|saslong|gran-risa,41.8919,12.5113,country,0,3880,southern-mediterranean,carta-dataset/trips/winter-sports-italy-dolomiti-superski.md
li-winter-sports-malbun-family,Malbun and Steg: A Small Alpine Basin Done Properly,Liechtenstein,LI,Western & Central Europe,"Malbun Valley, Rätikon",Winter Sports & Skiing,8,7,January|February|March,"Malbun's basin holds snow well into March, but its total lift-served terrain is small; the plan below leans on day trips for variety.",€€,980,1360,440,600,220,300,140,200,180,260,2,Moderate,Malbun,Zürich (ZRH),ZRH,CHF,German,small-resort|ski-touring|cross-country|sledging|family-friendly,47.1415,9.5215,country,0,1886,western-central,cartatripsv1/trips/li-winter-malbun-family.md
no-winter-sports-hemsedal-hallingdal-and-nordic,Hemsedal & Hallingdal: Alpine and Nordic,Norway,NO,Northern Europe & Baltics,"Hallingdal, Viken — Hemsedal and Geilo",Winter Sports & Skiing,8,7,January|February|March|April|December,"Late November to early May. **February to mid-April** is the core: reliable base, returning light and the best ski-touring conditions. December and January are dark and very cold; late April brings spring corn snow",€€€,2000,2900,160,300,70,110,250,400,60,75,,,Hemsedal|Gol|Geilo,,,NOK (Norwegian krone),Norwegian|English,,60.86,8.55,source,0,1439,northern-baltics,carta_northern_europe_baltics_trips.md#trip-23
pl-winter-sports-zakopane-bialka,Kasprowy and the Snow Cannons: A Podhale Ski Week from Zakopane to Białka,Poland,PL,Eastern & Southeastern Europe,"Podhale — Zakopane, the Polish Tatras and the Białka valley",Winter Sports & Skiing,8,7,January|February|March,"the second half of January and the first half of March — cold nights for the snow guns, and the school holidays either side of you",€€,845,1400,330,590,175,270,110,190,230,350,3,Moderate,Zakopane|Białka Tatrzańska|Bukowina Tatrzańska,"Kraków–Balice (KRK), then the Zakopianka — 2 h by transfer or bus on a good day, 3 h 30+ on a winter Saturday. Trains Kraków–Zakopane run around 3 h.",KRK,Polish złoty (PLN),Polish,skiing|tatras|zakopane|bialka|thermal-baths|ski-touring|oscypek,49.299,19.9489,city,7,2376,eastern-southeastern,cartaeasterneuropetrips/trips/poland-zakopane-bialka-skiing.md
ro-winter-sports-poiana-brasov-sinaia,Postăvarul and the Bucegi: A Ski Week on the Prahova Valley,Romania,RO,Eastern & Southeastern Europe,"Postăvarul massif and the Prahova Valley, Brașov & Prahova counties",Winter Sports & Skiing,8,7,January|February|March,"mid-January to late February — coldest air, best snowmaking window, full lift operation",€,740,1270,280,490,140,210,90,170,230,400,3,Moderate,Poiana Brașov|Brașov|Sinaia|Predeal,"Bucharest Otopeni (OTP). Train Bucharest Nord → Brașov, then bus 20 to Poiana Brașov. Sinaia is on the same line, 1 h 40 from Bucharest. Driving means the DN1 — see the warning below.",OTP,Romanian leu (RON) — roughly 5.0–5.3 RON to the euro during 2026,Romanian,skiing|poiana-brasov|sinaia|bucegi|ski-touring|snowmaking|carpathians,45.6486,25.6061,city,10,2560,eastern-southeastern,cartaeasterneuropetrips/trips/romania-poiana-brasov-sinaia-skiing.md
rs-winter-sports-kopaonik,"Kopaonik: Pančićev Vrh, the Karaman Ridge and a Week on Serbia's Roof",Serbia,RS,Southern & Mediterranean Europe,"Kopaonik National Park & Raška, southern Serbia",Winter Sports & Skiing,8,7,January|February|March,Late January–early March; the second half of February combines the deepest base with the famous Kopaonik sun,€€,950,1700,380,750,160,300,160,330,250,320,3,Active,,"BEG Belgrade Nikola Tesla, 285 km / 4 h 30–6 h by road; INI Niš Constantine the Great, 200 km / 3 h 30–4 h 30 and usually the smarter arrival",BEG,,,serbia|kopaonik|pancicev-vrh|brzece-gondola|night-skiing|national-park|non-eu|josanicka-banja|studenica|budget-skiing,44.804,20.4651,country,0,4450,southern-mediterranean,carta-dataset/trips/winter-sports-serbia-kopaonik.md
se-winter-sports-are-lift-linked-capital,Åre: Sweden's Lift-Linked Winter Capital,Sweden,SE,Northern Europe & Baltics,"Jämtland, central Sweden",Winter Sports & Skiing,8,7,January|February|March|April|May|December,"Early December to early May. **March and April** are the best weeks — long light, deep base, spring sun and the resort's biggest events; February is coldest and reliably snowy; December is dark but festive",€€€,1800,2700,140,280,60,100,200,350,55,70,,,Åre By|Duved|Tegefjäll|Åre Björnen,,,SEK (Swedish krona),Swedish|English,,63.399,13.081,source,0,1425,northern-baltics,carta_northern_europe_baltics_trips.md#trip-24
